Title,Transcription
An Drochshaol - An Ghorta · Árd Mhór · The Schools' Collection | dúchas.ie,An Droc-ShaoghalAn GhortaDo bhí an ghorta san áit seo san mblian 1846 agus fuair go leor daoine bás. Tháinig an dubcán ar na fataí agus ba iad na fataí a bhíodh dhá gcoinneál beo an tám sin. Sé an chaoi a mbíod siad ag dul amac ar an sliabh ag marbhú girrfhidthe is coiníní agus dhá n-ithe leis an ocras. Teigheadh cuid eile acú amac ar an bfarraige agus mharbhídís iasg agus chaitheadhar tamall beo ar an gcuma sin. Nuair a bhí na gléasaí iasgac a bhí aca caitthe ní rabhadar indon aon cheann eile a cheannach. Bhíodh na daoine ag dul ar na h-oileáin ag ite uibeaca na n-éan. Bhí go leor do na daoine ag iarraidh imhtheact as an tír ach ní raibh aon bhád acú le imtheact as an tír. Bhí go leor aca ag fághail bháis agus gan aon greim le n-ithe aca. Na daoine a raibh neart airgid féin aca agus beatha bhíodar ag fághail bháis leis an droc-thinneas a bhí in-a measg. Fuair go leor go na daoine bocta bás ins gac áit. Bhíod na daoine ag fághail báis ar a gcuid leabthaca agus gan aoinne do'n líon-tighe indon éirige. Bhíod na sean ndaoine ag dúnad na ndóirse agus faitchíos orra nuair a thiocfadh ocras orra nac mbeadh siadh indon an doras a dhúnadh.
An Drochshaol - An Ghorta · Árd Mhór · The Schools' Collection | dúchas.ie,"Bhí górta mór i n-Éirinn fádo. Fuair cuid mór do na daoine bás leis an ocras. Nuair a chuireadar na fátai san Earrac, agus nuair a thosuig siad ag fás táinig an dubh orta agus níor fás móran aca. An meid a d'fás féin lobh siad isthig ins na tighthe orta. Annsin ní raibh aon fataí acu le n-agaid an céadh bliana eile. Fuair siad bás leis an ocras annsin mar ní raibh aon biadh le n-ithe acu an t-am sin acht fataí. Fuair go leór acu bás amhuigh ar an bfairrge agus iad ag iasgacht doibh féin. Bíod na mná agus na páiste ag imeacht timcheall na gcladhac agus iad ag solathar biadh. Na daoine go raibh raoint airgid acu bíod siad ag ceannacht min- buidhe agus ag deanamh arán as. Anois agus aris thagad na mná isteacht i aon teac amháin agus taghadh siad beagáin cóirce leo agus dheaneadh siad arán coirce as. As ní bíodh cóirce acu i gcomnuidh le h-aghaid sin. Cé go raibh siad ag fhágail bás leis an ócras agus gan aon níd le n-ithe acu choinnuigh siad an meid fataí a d'fán slan le chur aris ins an Earrac. Is minic a bíod na daoine gan aon biadh le n-ithe acu ar feád seachtaine ac ag obair go géar ar féad an am ag bailú airgid cun biadh a ceannacht doibh feín. agus is minic nac raibh aon biadh le fhágail acu le ceannacht feín. Annsin feobhfad siad bás. I dteánnta iad a beith ag fágail bás leis an ocras táinig droc-tineas órta agus ní raib siad i nan aon obhair"
An Drochshaol - An Ghorta · Árd Mhór · Bailiúchán na Scol | dúchas.ie,"Bhí gorta sa tír seó fadó agus fuair go leor daoine bas leis an ocras. Sé an rud ba cionnuigh leis ná an dubhacan a tháinig ar na fataí. Ní raibh fatá slán le fághail in aon áit. Bhí siad ar fad lobhfa. Sin é an uair a mbíodh na daoine ag scriobhadh bocste leis na fataí breata, sin fataí nach ráibh lobhfa ar fad. Bhí fear ins an mbaile seo ags bhí cupla acra talamh de fataí curta aige agus ní ráibh fatá amháin slan ins an garaí. Bhain sé iad agus caith sé le claidhe iad agus ceap sé nach ráibh aon maith ionnta. Bhíodh cor duine ag teacht agus bhíodh siad dhá tabhairt leo agus bhíodh siad ag baint an croiceann díobh agus bhí siad slán taobh instigh. Bhí na daoine ag cur na fataí i ngar don fairrge agus bhí fataí maite slán acú. Bhí go leor daoine agus ní ráibh fataí ar bith acú agus siad bas leis an ocras. Táinigh tinnis orra annsin agus bhí siad dá tógal ó na chéile agus fuair go leor daoine bas. Tháinig fiabras orra agus bhí siad ag fághail báis cois na gclotacaí agus ní gotach duine ar bith i ngar dóibh ar fáithcios go dtoigheadh siad an tinneas. Tá go"
An Drochshaol - An Ghorta · Árd Mhór · The Schools' Collection | dúchas.ie,leor áiteaca tart annseo agus cailleadh daoine ann agus tá sé ráidhte go ndeaca siad sios frigh an talamh agus ní dearna aon duine aon poll dóibh. Níor fan blas dá gcorp os cionn na talamha agus tá na h-áiteaca sin an tsidheamhail . Bhí fear ins an áit seo agus bhí sé an-cruaidh ar daoine bocta. Dhá dtaghadh bacac siubhail tart agus dá n-iarradh sé greim le n-ithe air sgaoileadh sé an gadhar ionnta . Nuair a tháinig an gorta ní raibh tada le n-ithe aige agus ní ráibh aon truaige ag aon nduine do. Ba gearr gur cailleadh é agus ní ráibh sé i nan ag aon nduine a dul i ngar dó leis an mbaladh a bhí uaidh. Cáith duine éicint sios i bpoll é agus d'fán sé annsin. Ní feadfad an nduine a dul tar an áit a ráibh sé cotram an lae a cailleadh é mar bíodh clocaí dá gcáitheamh leo. Níl se acht fice bliain ó stop sé ó caitheamh na gcloc.
An Drochshaol · An Clochar i gCárna · The Schools' Collection | dúchas.ie,Le linn an droch-shaoghail sa mbliain 1845 cailleadh go leor daoine in mo cheanntar. Tá go leor díobh curtha sna sléibhte agus sna garrantaí. Is iomdha áit in mo cheanntar a bhfuil daoine curtha ann. Tá áit i Ruisín na Manach a dtugtar an 'Caorán air. Áit mhór is eadh é. Faoi sin tá daoine curtha a cailleadh ins an droch-shaoghal. Fadó na daoine a bhfuigheadh bás ní chuirtí i Roilig ar bith iad ach  corr-dhuine. Is amhlaidh a chuirtí connradh ortha agus iad a chur sna garrantaí agus amanta eile ní chuirtí connradh ar bith ortha mar gheall is nach raibh luach na gclár ag na daoine. Is leis an droch-shaoghal a cailleadh na daoine.Nuair a loit na fataí ní raibh aon bhaidh aca le n-ithe agus ní raibh siad indan an plúr a cheannach.Bhí bliain eile ann ar a dtugtar 'Nineteen an tae dubh'. Sé an fáth a dtugtar an bhliain sin air mar ní raibh aon bhainne ag na beithidhigh nuair nach raibh an féar ann. Chaitheadh na daoine tae dubh a ól agus ó shoin amach tugtar 'Nineteen an tae dubh' air. In ionad an bhainne chuireadh na daoine min-choirce tríd an tae. An min-choirce a bhruith agus annsin é chur tríd an tae. Nuair a bhí na fataí ag fás tháinig an dubh ortha agus nuair a bhíodh siad ins na poill lobhadh siad. Bhíodh na daoine ag iarraidh fataí a choinneáil le h-aghaidh an chéad bhliain eile agus b'éigin dóibh iad a chur isteach sna tighthe. Nuair a theip ar na fataí b'éigin do mhuinntir na h-áite imtheacht go h-áiteacha eile.
Scéal · Leitre · The Schools' Collection | dúchas.ie,"Lá fuar geimhridh bhí beirt buachaill ag dul ag sgoil le chéile. Bhí loch beag in aice na sgoile agus nuair shroicheadar an loch thugadar faoi deara go raibh leac-oidhre air agus shíleadar go mbéadh am acu le dul isteach ag sleamhnú go ceann tamaill. D'fhágadar a gcuid leabhar ar bhruach an locha agus chuaidh siad ag sleamhnú ar a ndícheall. D'éirigh leo go maith ar feadh i bhfad iad ag dul anonn as anall, suas as anuas an loch. Tar éis tamaill tháinig buachaillí eile an bealach sin agus chuaidh siad ag sleamhnú leo-san. Nach acu-san a bhí an spórt ag sleamhnú ag tuitim agus ag déanamh cleasanna.Ní raibh siad i bhfad ag sleamhnú gur"
Ceapadóireacht - An Drochshaol · Leithrinn · Bailiúchán na Scol | dúchas.ie,"Bhí droch saoghal ins an gceanntar seo fadó. Sgap sé na daoine. Luigh sé go trom ortha. Bhí go leor bailte ins an gceantar fadó, nach bhfuil ann anois. Fuair na daoine as na bailte sin bás leis an ocras. Chaitheadh amach ar an mbóthar iad mar ná rabhadar inann an cíos a fhághail d'on Tighearna Talmhan. Ní raibh ach cúpla acra talmhan ag gach feirmeór.D'innis"
Ceapadóireacht - An Drochshaol · Leithrinn · The Schools' Collection | dúchas.ie,Bhí droch saoghal i nÉireann fadó. Sgaip sé na daone . Luigh sé go trom ortha. Bhí go leór bailte ins an gceanntar fadó nach bhfuil ann indiú. Fuair na daoineleas an ocras as na bailte sin.D'innis m'athair dom go raibh trí bailte i gCastletoun ins an tsean-aimsear. Dubhairt sé nach bhfaca sé féin iad acht chuala sé a shean-athair ag rádh go
Ceapadóireacht - An Drochshaol · Leithrinn · Bailiúchán na Scol | dúchas.ie,ina gcomhnuidhe ins an teach sin fadó. Bhíodar an bhocht. Nuair bhris an gortach amach chaith an Tighearna talmhan amach ar an mbóthar iad mar ní raibh siad inann an cíos a fhághail dó. Chuaidh an fear agus a bhean isteach i dtigh na mbocht. Fuaireadar bás annsin. Chuaidh a gclann thar sáile agus fuaireadar bás ar an mbealach. Tá eolas agam ar an áit a raibh a ngarrdha.
Ceapadóireacht - An Drochshaol · Leithrinn · The Schools' Collection | dúchas.ie,"Bhí droch saoghal ag na daoinibh ins an gceanntar seo san am fadó. Tháinig gorta agus do sgairp sé iadluigh sé go trom orra ins an gceanntar seo. Bhí bailte ann an uair seo nach bhfuil ann indiú. Fuair chuid aca bás leis an ocras, agus chaitheadh an chuid eile aca amach ar an mbóthar. Ní rabhadar inann an chíos a fhághail do na tighearnaí talmhan. Bhain sé an talamh díobh, agus do chaith sé iad amach ar an"
Am an Ghorta · Lisín na hEilte (Cailíní) · The Schools' Collection | dúchas.ie,"Nuair a bí an Gorta Mór ann san mblian 1846, bí na daoine an bocht. Nuiar a bain na daoine na prataí (an beagáin a bí aca) rinne siad poll mór faoí coca fhéar agus cuir siad na na prataí síos ann. Bí ocras mór sin ar na daoine go raibh siad ag dul thart ins na h-oidceannta ag goid na bprataí agus ag ithe cabáiste ins na ngarrda. Ní raibh aon plúr le fágail annseo annseo an t-am sin. Cualaid mé mo ssean athair ag rá go dtrígead a star go dCuarm ag sribal cun cúpla punt punt plúr a fágail. Rinne na mná cacaí de annsin le mír corce agus prataí meascurce le céile. Fúair mé an scéal seo ó Miceál Ó Dólán aois 81 de bliadhna"
An Drochshaol · Árd Aoibhinn · The Schools' Collection | dúchas.ie,"Níl aon duine beó fós a chuimnigheas ar an ndroch-shaoghal acht chuala siad sgéalta faoi. Tháinig an dubh ar na prátaibh i mbliadhain 1845. Fuair a lán daoine bás leis an ocras agus leis an bhfuacht.Ní raibh rud ar bith le n-ithe ag na daoine i rith an droich-shaoghail. Dá dtéigheadh fear amach ag baint faití ar maidin ní bheadh lán de bhuicéad aige ins an thráthnóna mar bhí na fataí chomh dona sin. Ní raibh rud ar bith le n-ithe ag na daoine ach min-choirce agus neanntóga. Dá mbeadh min-choirce ag duine ar bith thiubhradh siad rud ar bith a bhí ins an dteach ag na daoine chun an min-choirce a fhághail.Do thiubhradh siad bráithlín-éadhaigh agus túbháile d'os na daoine. Bhí siad ag marbhú  m(i)nán  agus á n-ithe. Níor  chuir na daoine bárraí ar bith an  bhliadhain  sin, mar bhí sé ró-dheireanna(igh). Bhí na  daoine ag ithe uisge-féir agus  cupóg ach  má bhí féin, fuair a lán aca  bás. Chuala mé na daoine  ag cainnt  faoi fear  a bhí ag obair do fhear  eile i rith an"
Aiste - An Drochshaol · Árd Aoibhinn · The Schools' Collection | dúchas.ie,"Bhí an Droch-Shaoghal ann tuairim is céad bhliadhain ó shoin. Le linn na h-aimsire sin bhí na daoine i gcruadh-chás, mar bhí siad ag fághail bháis leis an ocras agus leis an anró. Ní raibh aon bhiadh aca le n-ithe acht fataí chun iad féin a choinneál beó, agus nuair do mheath na fataí bhí siad ag fághail bháis 'na sluaightibh.Dubhairt mo shean-athair go raibh corpanna caithte i ngach áit.Ar an bpoinnte boise nuair do bhí galar ann tháinig gorta. Bhíodh siad ag fághail bháis istigh ins na tighthe, ins na portaigh, cois claidhe, ar na sráideanna, i bpáirceanna, agus i dtighthe na mbocht.Do cailleadh go dtí dhá mhilliún duine an t-am sin le gorta agus le galar.Nuair do mheath na fataí bhí na barraí eile ar fheabhas, acht b'éigean do'n na barraí do dhíol chun an chíos a d'íoc. Cuireadh na daoine san am sin i bpollanna ins na portaigh, i gcárnáin, i lochanna, agus nuair do bhí an droch-shaoghal thart tháinig daoine agus chuir siad na daoine a bhí curtha mar sin i roilig."
Scéal · Creag Mór (Naomh Pádraig) · The Schools' Collection | dúchas.ie,Tamall fada ó shoin bhí fear ann darbh ainm Máirtín Mac an Bháird. Diobaire do béad an fear sin. Bhí madra mór donn aige ‘Prionnsa’ an t-ainm a bhí ar an madra seo. Bíodh an píobaire i gcomhnaidhe ag rádh nach raibh a leithead le fágaill in Eirinn ar fad. Tráthnóna amháin bhí sé ag seinim ceoil i dreach feilme. Thosaigh sé ag cur sneachta go trom agus bhí sé ag cur sneachta go trom agus bhí sé an dheireannach nuair a d’aimsigh sé as an dreach an oidhce sin. Bhí an sneachta go trom ar an dtalamh fén am seo. Bhí an píobaire bocht préachta leis an bhfuacht. Sa deire thuirt sé i lagair ar fad.
An Drochshaol · Cúl Árann (Clochar) · The Schools' Collection | dúchas.ie,Ta sgeal ann mar gheall ar ceann aca. Bhi sagart ann fado agus bhi se fein agus fear eile ag iarraidh uaig a fhaghail doibh fein agus fuair an fear an uaig agus dubhairt an sagairt go mbeadh dhruidhe chailte os comhair an uaige gach maidin.
An Drochshaol · Cúl Árann (Clochar) · The Schools' Collection | dúchas.ie,"Ins an  droch aimsear fadó bhí saoghal cruaidh ag na daoine. Tháinig an gorta sa mbhliadhain 1847 agus tháinigh gach mí-ádh eile in a dhiaidh.Bhí aimsear chomh h-olc an t-ám sín is go raibh siad ag  fághail bhais ar na boithribh leis an ocras. Bí fear speisealta amach o theach na mBocht, i Tuaim le iad a tabhairt isteach agus iad a (bí) bheirth curtha i dTuaim, sin é an fear"
An Drochshaol · Cúl Árann (Clochar) · The Schools' Collection | dúchas.ie,"Bhí saoghal an-chruaidh ag na daoine fadó bhí droch bhail ar gach rud; bhí na fataí agus gach rudh caillte; ní raibh gas fataí san tír agus bhí ar na daoine an méid eorna no cruithneacht a bhí acu a dhíol leis an cíos a íoch.Bhí go leór daoine agus tighthe san gceanntar seo roimg an am sin acht níl acht an tríomhadh cuid nó mar sin ann anois, bhí na fathaí ins na pollaibh caillte cómh maith le na fátaí a bí curtha.Sa deireadh sé an chaoí"
An Drochshaol · Cúl Árann (Clochar) · The Schools' Collection | dúchas.ie,a bhí ag na daoine le síol na fataí do shábhailt bhailighead ar ubhla na bhfataí mar a tugtar orra siad sin na fataí bheaha bána afhásann ar na fátaí móra agus iad a chur isteach i téad déan ta do thiúghe agus iad a fhágaint annsin ar feadh an geimhreadh.
An Drochshaol · Cúl Árann (Clochar) · Bailiúchán na Scol | dúchas.ie,An chaoi a tháinig an gorta ar na daoine ná an bhliadain roimh an ghorta dhfás na fátaí go h-an maith agus ní féidir leo iadh a ithe agus do chaith siadh amach ins na páirceanna iad agus do lobhadar agus nuair a chuireadh na fáthaí an bhliadhain na dhiaidh sin tháinig an dhubh orra  nuair a d'fhás siadh suas.In iomairí a chuir siadh na fataí. Nuair a thainig an dubh ar na fathaí ní raibh aon (biod) bhiadh aca agus do fhuair timcheall céadh daoine bás
An Drochshaol · Eanach (An Mhainistir) · The Schools' Collection | dúchas.ie,"Bhí droch saoghal ann ins na blianta 1846-1847. Bhí gantanas biadh sa tír san am sin, mar tháinig an dúbhachán ar na fataí agus lobh siad. Thuit sé go trom ar an gcheanntar seo. Deirtear go raibh na fataí chómh fairsing an blian roimh an Ghorta mór gur chaith na daoine iad leis an gclaidhe ná gur lobh siad ortha agus déirtear freisin gurbh é sin an fáth gur tháinig an ghorta.Bhí i bhfad níos mó daoine san áit seo roimh an droch saoghal ná mar atá ann anois. Lobh na fataí ins na puill agus níor féidir leis na ndaoine iad a ithe, ná ní raibh aon fataí le chur le hághaidh an blíadhán a bhí ag teacht. Bhí droch boladh i ngach áit a bhí ag teacht ó na fataí a bhí lobhtha.Fuair na daoine bás 'na mílte leis an ocras is leis an fiabhras. Ní raibh le nithe acú acht aráin, min coirce agus rudaí mar sin. Deirtear gur ith cuid aca féar.Chábhruidh na daoine saidhbhre le muinntir an bhaile agus leis na daoine bochta. Thugadar airgead dóibh le biadh a cheannach."
An Drochshaol · Corr an Droma · The Schools' Collection | dúchas.ie,Luigh an droch-shaoghal go h-an trom ar an gceanntar seo san am fadó. Bhí níos mó daoine ann san uair sin ná mar atá anois. Nuair a bhí na fataí ag fás tháinig an dubh ortha agus lobhadar ins na puill freisin. Ní raibh le n-ithe ag na daoine san uair sin ach “stirabout” mín bhuidhe agus fataí. Seo cuid de na sort fataí a bhí aca san am fadó:- “Blackbulls” agus “Protestants”. Déanadh siad iomairí i dtosach agus sgaipeadh siad an síol ortha annsin. Ní raibh siad
An Drochshaol · Corr an Droma · The Schools' Collection | dúchas.ie,"Ins an mbliadhain aon mhíle ocht gcéad dachad sa seacht tháinic an droch saoghal sa tír seo. Tháinic an dubhchán ar na fataí agus níor fhás ach cuid aca, agus an méid a d'fhás tháinic an dubh orra freisin. Ní raibh lé n-ithe ag na daoine sa bhliadhain sin ach mín buidhe. Bhí an min buidhe an-daor agus ní raibh na daoine bochta in ann é a cheannach. Bhí séan -chruadh ar na daoine a mharachtáíl ar chor ar bith, agus ní bhfuigheadh fear oibre ach scilling sa ló. Tá sé ráidhte nár cailleadh mórán daoine annseo san am sin ach bhí saoghal an chruaidh aca. An bhliadhain in a dhiaidh sin fuair siad ó ""Government "" Sasana fataí"
An Drochshaol · Corr an Droma · The Schools' Collection | dúchas.ie,Tuairim na bliadhna aon míle ocht gcéad dachad is a sé agus aon mhíle ocht gcéad dachad is a seacht tháinig an gorta mór agus bhí na barraí go h-olc. Tháinic an duibheacháin ar na pataí agus bhí na barraí eile go dona freisin. Ní raibh bíadh le n'ithe ag na daoine agus fuair a lán aca bás ar thaobh an bhóthair leis an ocras. Ta níos mó daoine ina gcómhnaidhe annseo anois ná mar a bhí nuair a tháinig an gorta mór. Bhí saoghal cruadh ag na daoine ag fághail biadh dóibh féin acht mar sin
An Drochshaol · Corr an Droma · The Schools' Collection | dúchas.ie,"Luigh an droch shaogal go trom san gceanntar seo. Bhí i bhfad níos mó daoine ina gcómhnuidhe ann ná mar atá anois. Nuair a bhí na fataí ag fás táinig an dubh ortha agus an méid nach lobhadar ins na hiomairí lobhadar ins na puill agus ins na tighthibh. Ní raibh ach beagán síl aca le hagaigh an céad blian eile. Fear ar bith a d'éirigh leis iad a shábháilt d'fhás siad an mhaith. Bhí fear amháin agus ní raibh aon fataí ar bith aige cruinnigh sé na ""baclogaí"" agus sáith sé iad,"
